date,average_speed,average_watts,distance,total_elevation_gain,type,time_min
2016-03-25,21.87,100.0,27.34,326.7,Ride,76
2016-03-22,25.24,111.3,43.86,392.0,Ride,107
2016-03-21,22.04,105.5,62.34,766.6,Ride,186
2016-03-19,21.1,113.3,90.8,1396.9,Ride,298
2016-03-19,26.5,139.5,57.16,652.8,Ride,131
2016-03-18,23.31,111.3,36.49,495.0,Ride,97
2016-03-15,21.93,97.9,27.41,323.4,Ride,80
2016-03-13,19.53,109.8,99.7,1619.0,Ride,351
2016-03-12,22.45,102.5,48.43,551.2,Ride,137
2016-03-07,22.75,101.1,33.07,385.0,Ride,91
2016-03-06,25.21,122.3,77.29,392.6,Ride,193
2016-03-01,22.75,101.4,27.82,329.1,Ride,79
2016-02-29,24.77,97.8,53.27,223.8,Ride,136
2016-02-27,21.15,89.2,81.62,718.2,Ride,255
2016-02-27,24.34,111.3,37.19,413.8,Ride,99
2016-02-25,23.25,120.2,50.18,323.1,Ride,135
2016-02-22,20.4,176.3,100.51,2770.7,Ride,345
2016-02-21,22.57,151.9,70.26,1393.1,Ride,212
2016-02-19,19.6,96.9,29.32,380.3,Ride,102
2016-02-18,23.29,103.2,36.49,387.6,Ride,97
2016-02-14,20.99,158.8,100.31,2271.9,Ride,348
2016-02-12,25.83,126.0,92.3,558.4,Ride,248
2016-02-08,20.15,86.4,30.0,318.9,Ride,93
2016-01-22,9.47,0.0,15.55,134.7,Run,113
2016-01-21,8.74,0.0,5.09,80.6,Run,35
2016-01-20,11.24,0.0,10.02,122.4,Run,55
2016-01-17,7.33,0.0,16.38,761.2,Run,173
2016-01-16,9.39,0.0,0.66,0.0,Run,4
2016-01-16,10.61,0.0,4.02,38.3,Run,24
2016-01-15,10.26,0.0,15.79,69.6,Run,110
2016-01-13,10.59,0.0,8.37,96.2,Run,49
2016-01-12,9.17,0.0,4.12,43.6,Run,27
2016-01-12,10.56,0.0,1.18,0.0,Run,7
2016-01-10,9.15,0.0,8.3,160.7,Run,55
2016-01-10,8.84,0.0,10.05,99.3,Run,82
2016-01-03,9.5,0.0,5.95,83.1,Run,40
2016-01-01,11.07,0.0,20.85,28.0,Run,112
2015-12-26,8.2,0.0,7.27,102.2,Run,54
2015-12-23,9.29,0.0,8.03,83.6,Run,53
2015-12-23,9.5,0.0,5.01,61.6,Run,33
2015-12-20,7.77,0.0,4.92,73.7,Run,44
2015-12-11,10.25,0.0,9.15,179.2,Run,72
2015-12-10,9.17,0.0,2.35,12.0,Run,15
2015-12-10,10.63,0.0,4.32,0.0,Run,26
2015-12-10,9.54,0.0,2.75,0.0,Run,17
2015-12-08,10.38,0.0,18.0,282.7,Run,133
2015-12-05,9.15,0.0,8.47,11.8,Run,81
2015-12-03,10.25,0.0,5.29,15.9,Run,33
2015-12-02,11.96,0.0,8.15,11.1,Run,52
2015-12-01,10.65,0.0,6.22,10.7,Run,36
2015-11-28,9.24,0.0,25.12,244.1,Run,194
2015-11-27,10.11,0.0,5.69,30.8,Run,37
2015-11-27,10.03,0.0,9.33,51.6,Run,61
2015-11-25,9.4,0.0,6.17,161.1,Run,48
2015-11-23,11.21,0.0,10.12,0.0,Run,64
2015-11-21,10.45,0.0,17.87,46.3,Run,103
2015-11-20,9.96,0.0,5.25,57.3,Run,32
2015-11-18,10.2,0.0,17.07,273.7,Run,165
2015-11-14,12.58,0.0,11.46,199.0,Run,54
2015-11-13,10.95,0.0,10.94,33.3,Run,115
2015-11-11,12.12,0.0,12.25,294.0,Run,105
2015-10-28,10.27,0.0,4.63,107.1,Run,29
2015-10-26,12.48,0.0,21.16,94.4,Run,101
2015-10-21,11.03,0.0,14.39,170.6,Run,84
2015-10-20,9.93,0.0,3.79,41.0,Run,22
2015-10-20,11.22,0.0,4.22,33.2,Run,22
2015-10-04,9.51,0.0,6.64,36.1,Run,57
2015-10-04,8.56,0.0,19.42,785.9,Run,148
2015-10-02,13.0,0.0,3.55,0.0,Run,26
2015-10-02,10.83,0.0,3.25,0.0,Run,18
2015-09-30,9.92,0.0,5.81,173.0,Run,40
2015-09-27,8.97,0.0,18.47,593.1,Run,128
2015-09-27,10.13,0.0,7.81,53.3,Run,54
2015-09-23,10.39,0.0,4.57,116.7,Run,35
2015-09-20,10.18,0.0,17.99,278.1,Run,123
2015-09-17,9.9,0.0,12.4,95.0,Run,82
2015-09-16,9.95,0.0,3.53,109.2,Run,25
2015-09-14,9.77,0.0,17.2,197.2,Run,150
2015-09-12,16.85,70.3,67.72,377.3,Ride,343
2015-09-11,10.62,0.0,6.36,0.0,Run,46
2015-09-11,10.23,0.0,3.2,0.0,Run,22
2015-09-09,10.67,0.0,7.82,167.7,Run,51
2015-08-28,9.87,0.0,7.78,81.1,Run,47
2015-08-27,11.01,0.0,9.27,53.4,Run,64
2015-08-25,10.63,0.0,7.18,108.2,Run,58
2015-08-24,9.65,0.0,14.01,63.1,Run,102
2015-08-21,10.9,0.0,9.34,55.7,Run,56
2015-08-20,11.57,0.0,9.39,0.0,Run,77
2015-08-18,10.27,0.0,13.01,174.0,Run,126
2015-08-14,8.6,0.0,25.49,750.4,Run,177
2015-08-13,8.83,0.0,15.5,169.8,Run,162
2015-08-11,10.14,0.0,5.41,66.8,Run,33
2015-08-10,8.77,0.0,16.15,156.1,Run,131
2015-08-07,10.56,0.0,5.01,12.3,Run,35
2015-08-06,12.14,0.0,8.03,0.0,Run,50
2015-08-05,9.91,0.0,7.01,75.4,Run,46
2015-08-04,10.89,0.0,8.48,119.3,Run,62
2015-08-01,7.77,0.0,23.3,0.0,Run,180
2015-07-30,10.62,0.0,10.01,0.0,Run,66
2015-07-29,8.52,0.0,13.35,0.0,Run,94
2015-07-28,10.62,0.0,1.02,0.0,Run,5
2015-07-27,9.78,0.0,3.01,10.9,Run,19
2015-07-26,10.01,0.0,15.0,91.4,Run,115
2015-07-25,10.97,0.0,6.31,24.0,Run,40
2015-07-22,10.02,0.0,8.77,112.8,Run,67
2015-07-20,9.44,0.0,6.06,64.1,Run,43
2015-07-18,10.84,0.0,11.57,153.8,Run,67
2015-07-17,10.91,0.0,7.27,39.0,Run,50
2015-07-15,9.66,0.0,8.01,101.0,Run,51
2015-07-14,10.63,0.0,7.85,63.8,Run,53
2015-06-25,10.76,0.0,4.01,0.0,Run,25
2015-06-24,10.3,0.0,5.03,18.1,Run,32
2015-06-24,10.61,0.0,8.33,120.0,Run,66
2015-06-22,11.28,0.0,11.02,70.1,Run,63
2015-06-20,10.92,0.0,20.02,127.0,Run,126
2015-06-19,9.28,0.0,8.03,99.7,Run,53
2015-06-17,10.02,0.0,7.41,105.6,Run,50
2015-06-16,11.09,0.0,11.08,139.0,Run,75
2015-06-15,10.41,0.0,6.96,29.3,Run,45
2015-06-15,9.94,0.0,8.08,36.2,Run,59
2015-06-13,11.42,0.0,12.51,152.5,Run,66
2015-06-12,9.69,0.0,12.21,146.3,Run,82
2015-06-11,10.3,0.0,7.19,22.1,Run,46
2015-06-06,12.03,0.0,21.0,116.3,Run,104
2015-06-05,8.82,0.0,5.88,70.5,Run,41
2015-06-03,9.46,0.0,14.51,132.3,Run,116
2015-06-02,10.95,0.0,7.48,77.3,Run,47
2015-05-30,10.75,0.0,4.27,10.8,Run,25
2015-05-29,10.6,0.0,14.36,57.2,Run,93
2015-05-27,11.08,0.0,7.23,87.9,Run,42
2015-05-26,10.82,0.0,8.07,109.3,Run,48
2015-05-25,9.91,0.0,4.25,24.2,Run,25
2015-05-24,9.25,0.0,26.17,238.4,Run,205
2015-05-22,11.46,0.0,11.46,42.3,Run,66
2015-05-21,8.98,0.0,8.63,125.1,Run,61
2015-05-21,9.24,0.0,7.1,53.3,Run,51
2015-05-19,9.94,0.0,3.46,14.3,Run,21
2015-05-18,10.07,0.0,5.0,31.9,Run,30
2015-05-17,10.52,0.0,21.03,48.6,Run,159
2015-05-15,11.43,0.0,3.31,0.0,Run,19
2015-05-15,11.42,0.0,4.18,15.5,Run,24
2015-05-14,11.17,0.0,14.01,62.6,Run,95
2015-05-13,11.2,0.0,5.01,20.3,Run,27
2015-05-12,11.14,0.0,7.7,118.0,Run,58
2015-05-11,11.9,0.0,5.01,35.5,Run,26
2015-05-09,9.49,0.0,20.01,219.0,Run,156
2015-05-08,10.21,0.0,2.59,28.6,Run,15
2015-05-07,10.58,0.0,7.46,0.0,Run,48
2015-05-07,13.3,0.0,3.91,0.0,Run,19
2015-05-07,10.47,0.0,7.8,54.2,Run,52
2015-05-05,11.6,0.0,5.72,76.5,Run,30
2015-05-05,10.49,0.0,2.57,45.1,Run,14
2015-05-04,8.97,0.0,18.99,391.4,Run,164
2015-05-02,10.44,0.0,3.15,0.0,Run,19
2015-05-02,10.41,0.0,6.61,26.9,Run,41
2015-05-02,10.72,0.0,3.01,11.1,Run,17
2015-04-30,11.75,0.0,13.04,17.1,Run,83
2015-04-29,8.78,0.0,14.7,212.5,Run,112
2015-04-27,9.76,0.0,4.63,40.2,Run,32
2015-04-26,9.5,0.0,19.69,347.4,Run,146
2015-04-25,11.12,0.0,10.59,36.3,Run,69
2015-04-23,11.32,0.0,11.2,16.2,Run,78
2015-04-18,9.86,0.0,14.58,163.3,Run,104
2015-04-16,11.34,0.0,10.32,16.0,Run,95
2015-04-13,11.19,0.0,5.1,51.0,Run,29
2015-04-12,9.98,0.0,22.09,90.2,Run,175
2015-04-07,12.09,0.0,12.88,141.0,Run,81
2015-04-06,10.93,0.0,7.6,53.0,Run,42
2015-04-04,10.5,0.0,20.79,94.2,Run,131
2015-04-01,11.17,0.0,6.39,27.5,Run,36
2015-03-31,11.68,0.0,9.52,99.1,Run,68
2015-03-31,11.26,0.0,1.73,0.0,Run,9
2015-03-15,11.42,0.0,9.12,11.9,Run,51
2015-03-14,10.55,0.0,9.78,31.3,Run,56
2015-03-11,12.32,0.0,2.83,0.0,Run,16
2015-03-11,11.06,0.0,2.51,0.0,Run,14
2015-03-10,12.0,0.0,12.04,116.1,Run,68
2015-03-10,12.81,0.0,4.71,51.3,Run,36
2015-03-06,12.08,0.0,2.25,0.0,Run,11
2015-03-06,9.84,0.0,2.71,10.6,Run,16
2015-03-05,11.85,0.0,13.46,16.3,Run,90
2015-03-03,11.15,0.0,17.17,156.1,Run,112
2015-03-01,10.53,0.0,20.99,119.2,Run,133
2015-02-27,9.98,0.0,4.32,10.8,Run,27
2015-02-26,10.76,0.0,15.52,32.3,Run,108
2015-02-26,10.18,0.0,3.16,11.2,Run,18
2015-02-23,10.6,0.0,13.32,25.7,Run,81
2015-02-22,10.09,0.0,7.18,11.3,Run,46
2015-02-18,10.7,0.0,6.6,53.6,Run,39
2015-02-17,10.31,0.0,17.49,84.8,Run,108
2015-02-15,9.82,0.0,7.65,38.6,Run,51
2015-02-11,10.77,0.0,2.52,16.0,Run,14
2015-02-11,10.56,0.0,3.2,11.8,Run,19
2015-02-10,11.16,0.0,16.74,188.3,Run,107
2015-02-08,10.53,0.0,16.01,91.1,Run,104
2015-02-05,9.78,0.0,12.86,33.0,Run,89
2015-02-05,10.48,0.0,1.2,0.0,Run,7
2015-02-04,9.81,0.0,2.81,11.7,Run,19
2015-02-03,9.96,0.0,10.73,56.2,Run,74
2015-01-31,11.34,0.0,14.0,153.5,Run,74
2015-01-31,10.62,0.0,3.21,20.7,Run,18
2015-01-31,9.63,0.0,2.96,10.7,Run,21
2015-01-29,10.2,0.0,11.13,57.4,Run,84
2015-01-28,10.35,0.0,3.88,21.4,Run,23
2015-01-27,11.25,0.0,13.54,132.9,Run,82
2015-01-27,10.79,0.0,2.86,12.7,Run,19
2015-01-26,10.96,0.0,3.07,11.2,Run,17
2015-01-24,10.21,0.0,18.01,171.6,Run,109
2015-01-23,11.29,0.0,2.64,10.5,Run,15
2015-01-23,10.4,0.0,3.16,11.2,Run,18
2015-01-21,9.63,0.0,2.81,11.2,Run,17
2015-01-20,10.41,0.0,1.85,0.0,Run,11
2015-01-20,10.99,0.0,7.16,0.0,Run,39
2015-01-20,10.38,0.0,5.22,56.2,Run,38
2015-01-19,10.18,0.0,15.23,72.1,Run,97
2015-01-15,10.13,0.0,12.57,85.2,Run,79
2015-01-13,10.19,0.0,8.65,24.4,Run,55
2014-12-04,10.26,0.0,5.23,0.0,Run,30
2014-11-27,9.53,0.0,0.89,0.0,Run,5
2014-11-27,11.08,0.0,8.35,11.0,Run,50
2014-11-25,10.17,0.0,1.37,0.0,Run,8
2014-11-25,12.0,0.0,5.36,73.0,Run,27
2014-11-25,10.26,0.0,0.88,22.1,Run,5
2014-11-23,10.38,0.0,16.34,123.1,Run,105
2014-11-21,9.72,0.0,4.31,18.2,Run,28
2014-11-19,10.01,0.0,4.05,29.5,Run,24
2014-11-18,10.76,0.0,11.34,93.1,Run,74
2014-11-14,10.05,0.0,12.75,145.6,Run,83
2014-11-12,10.13,0.0,4.04,29.5,Run,24
2014-11-12,11.66,0.0,1.43,0.0,Run,7
2014-11-12,13.05,0.0,1.47,0.0,Run,6
2014-11-12,11.29,0.0,4.13,0.0,Run,24
2014-11-10,8.76,0.0,14.12,128.6,Run,105
2014-11-09,10.1,0.0,8.62,150.1,Run,51
2014-11-06,10.38,0.0,6.19,0.0,Run,39
2014-11-06,11.61,0.0,2.92,10.7,Run,15
2014-11-04,9.8,0.0,15.48,160.4,Run,104
2014-11-02,9.39,0.0,1.16,0.0,Run,10
2014-11-02,13.08,0.0,4.92,30.2,Run,22
2014-10-30,11.42,0.0,5.24,0.0,Run,27
2014-10-30,12.03,0.0,1.43,0.0,Run,7
2014-10-28,10.24,0.0,3.54,0.0,Run,24
2014-10-28,12.12,0.0,3.4,41.7,Run,16
2014-10-28,10.83,0.0,3.1,44.9,Run,17
2014-10-27,10.14,0.0,10.66,36.9,Run,68
2014-10-24,10.12,0.0,15.91,142.5,Run,105
2014-10-20,10.62,0.0,10.1,65.3,Run,76
2014-10-19,8.15,0.0,9.95,134.5,Run,82
2014-10-16,10.98,0.0,6.7,21.7,Run,53
2014-09-22,11.1,0.0,6.13,44.1,Run,33
2014-09-21,9.49,0.0,12.21,108.9,Run,80
2014-09-18,11.75,0.0,5.19,0.0,Run,29
2014-09-18,11.57,0.0,4.77,16.1,Run,33
2014-09-17,11.49,0.0,10.22,53.1,Run,61
2014-09-15,10.59,0.0,19.97,109.5,Run,135
2014-09-09,10.29,0.0,9.7,127.7,Run,68
2014-09-08,10.22,0.0,10.01,105.6,Run,67
2014-08-25,9.65,0.0,7.44,82.9,Run,48
2014-08-23,11.01,0.0,11.24,42.3,Run,68
2014-08-21,10.71,0.0,7.76,51.2,Run,46
2014-08-20,9.68,0.0,15.5,249.2,Run,110
2014-08-18,12.44,0.0,10.04,62.2,Run,56
2014-08-16,8.36,0.0,13.34,190.0,Run,104
2014-08-14,10.68,0.0,10.58,60.5,Run,64
2014-08-10,10.97,0.0,18.02,91.1,Run,125
2014-08-07,10.8,0.0,9.0,0.0,Run,50
2014-08-06,10.25,0.0,8.4,106.0,Run,52
2014-08-05,10.49,0.0,8.05,133.2,Run,53
2014-08-04,10.16,0.0,4.88,0.0,Run,37
2014-08-03,8.82,0.0,23.02,104.6,Run,194
2014-07-31,11.52,0.0,11.76,0.0,Run,71
2014-07-30,10.58,0.0,8.17,100.0,Run,53
2014-07-28,9.31,0.0,5.82,16.5,Run,45
2014-07-28,9.44,0.0,8.87,108.2,Run,61
2014-07-26,11.31,0.0,13.08,181.9,Run,77
2014-07-24,10.83,0.0,1.28,0.0,Run,7
2014-07-24,12.99,0.0,7.87,0.0,Run,55
2014-07-23,9.86,0.0,6.94,106.1,Run,46
2014-07-22,12.0,0.0,12.0,0.0,Run,60
2014-07-08,10.4,0.0,5.24,60.6,Run,32
2014-07-08,10.13,0.0,3.38,61.7,Run,20
2014-07-06,7.98,0.0,15.56,314.2,Run,143
2014-07-04,11.17,0.0,5.3,34.8,Run,30
2014-07-03,11.8,0.0,11.01,0.0,Run,69
2014-07-01,9.61,0.0,1.47,23.3,Run,9
2014-07-01,10.72,0.0,8.28,150.0,Run,56
2014-06-30,8.75,0.0,6.73,76.1,Run,53
2014-06-28,10.39,0.0,18.79,203.0,Run,115
2014-06-26,11.04,0.0,9.23,0.0,Run,69
2014-06-10,10.58,0.0,5.17,37.4,Run,30
2014-06-10,10.57,0.0,6.57,113.3,Run,43
2014-06-07,11.22,0.0,20.88,106.9,Run,111
2014-06-06,8.5,0.0,9.56,139.8,Run,84
2014-06-04,11.22,0.0,10.01,56.0,Run,56
2014-06-03,10.37,0.0,7.86,124.4,Run,55
2014-06-01,9.94,0.0,16.43,43.2,Run,113
2014-05-31,11.37,0.0,10.2,41.8,Run,60
2014-05-29,12.65,0.0,10.13,0.0,Run,65
2014-05-27,9.86,0.0,3.78,52.7,Run,23
2014-05-27,10.52,0.0,5.18,39.1,Run,32
2014-05-24,9.39,0.0,22.9,452.5,Run,146
2014-05-23,11.19,0.0,6.03,10.7,Run,34
2014-05-20,8.4,0.0,7.0,0.0,Run,50
2014-05-19,9.57,0.0,7.76,105.2,Run,53
2014-05-17,11.59,0.0,12.03,55.8,Run,76
2014-05-15,10.57,0.0,1.6,0.0,Run,9
2014-05-15,11.02,0.0,4.14,0.0,Run,23
2014-05-15,10.81,0.0,4.57,0.0,Run,33
2014-05-14,10.09,0.0,7.8,48.2,Run,52
2014-05-13,10.8,0.0,8.1,0.0,Run,45
2014-05-12,9.71,0.0,3.03,0.0,Run,19
2014-05-11,11.13,0.0,18.05,97.9,Run,127
2014-05-09,8.46,0.0,14.0,188.4,Run,114
2014-05-08,12.14,0.0,6.79,0.0,Run,36
2014-05-08,12.06,0.0,3.0,0.0,Run,14
2014-05-05,10.67,0.0,18.01,77.8,Run,122
2014-05-03,11.68,0.0,7.7,54.7,Run,48
2014-04-29,10.08,0.0,0.97,0.0,Run,5
2014-04-29,10.49,0.0,5.13,95.1,Run,29
2014-04-29,10.09,0.0,3.61,61.8,Run,21
2014-04-28,10.47,0.0,18.03,98.2,Run,121
2014-04-24,10.89,0.0,11.59,97.7,Run,83
2014-04-21,10.36,0.0,11.68,0.0,Run,77
2014-04-20,9.05,0.0,10.01,97.1,Run,73
2014-04-17,10.67,0.0,6.88,111.0,Run,40
2014-04-12,9.86,0.0,16.02,142.4,Run,102
2014-04-10,10.36,0.0,1.37,0.0,Run,7
2014-04-10,9.28,0.0,1.89,0.0,Run,12
2014-04-10,11.89,0.0,6.5,93.1,Run,33
2014-04-10,10.99,0.0,2.33,38.1,Run,13
2014-04-09,10.44,0.0,6.08,31.2,Run,38
2014-04-08,12.09,0.0,1.96,0.0,Run,12
2014-04-08,11.65,0.0,7.21,11.7,Run,45
2014-04-06,10.69,0.0,15.35,111.1,Run,99
2014-04-03,10.31,0.0,3.71,11.0,Run,25
2014-04-03,12.26,0.0,5.38,77.6,Run,26
2014-04-03,11.82,0.0,4.78,42.1,Run,29
2014-04-01,11.3,0.0,14.13,68.5,Run,83
2014-03-30,10.12,0.0,13.84,119.7,Run,93
2014-03-27,10.14,0.0,1.52,0.0,Run,9
2014-03-27,10.8,0.0,5.29,73.1,Run,29
2014-03-27,11.21,0.0,2.39,38.3,Run,13
2014-03-25,10.57,0.0,1.05,0.0,Run,6
2014-03-25,12.02,0.0,3.51,0.0,Run,18
2014-03-25,11.1,0.0,4.88,17.1,Run,30
2014-03-23,10.51,0.0,15.09,126.5,Run,96
2014-03-21,9.87,0.0,8.01,39.6,Run,51
2014-03-20,11.47,0.0,4.47,59.7,Run,23
2014-03-20,8.61,0.0,0.77,21.1,Run,6
2014-03-18,10.63,0.0,6.85,0.0,Run,47
2014-03-18,11.15,0.0,4.92,16.8,Run,36
2014-03-17,10.38,0.0,12.36,35.4,Run,79
2014-03-13,10.51,0.0,1.76,0.0,Run,13
2014-03-13,9.97,0.0,4.33,58.8,Run,26
2014-03-13,9.52,0.0,2.42,37.8,Run,15
2014-03-11,10.17,0.0,1.76,0.0,Run,11
2014-03-11,11.26,0.0,5.67,0.0,Run,30
2014-03-11,11.16,0.0,4.89,16.6,Run,35
2014-03-10,10.05,0.0,9.62,112.9,Run,59
2014-03-07,10.43,0.0,6.56,20.3,Run,42
2014-03-06,10.57,0.0,10.64,40.1,Run,65
2014-03-04,10.21,0.0,5.37,0.0,Run,35
2014-02-25,10.0,0.0,6.4,16.1,Run,40
2014-02-25,10.42,0.0,5.15,24.1,Run,39
2014-02-23,10.21,0.0,11.54,40.3,Run,76
2014-02-20,10.45,0.0,1.54,0.0,Run,9
2014-02-20,10.98,0.0,4.61,70.4,Run,29
2014-02-18,10.61,0.0,7.22,0.0,Run,48
2014-02-17,9.27,0.0,8.02,39.2,Run,55
2014-02-15,10.81,0.0,3.72,0.0,Run,21
2014-02-15,9.89,0.0,3.19,11.0,Run,20
2014-02-13,9.82,0.0,11.19,101.6,Run,86
2014-02-11,11.56,0.0,3.42,0.0,Run,21
2014-02-09,6.97,0.0,5.49,58.0,Run,48
2014-02-06,8.41,0.0,3.23,14.9,Run,28
2014-02-06,10.61,0.0,3.2,0.0,Run,19
2014-02-06,7.88,0.0,2.46,25.8,Run,23
2014-02-06,8.41,0.0,2.07,15.1,Run,16
2014-02-04,10.74,0.0,5.0,0.0,Run,29
2014-01-26,8.64,0.0,8.66,45.1,Run,62
2014-01-24,8.95,0.0,5.01,35.0,Run,35
2014-01-19,9.85,0.0,8.27,34.0,Run,53
2014-01-17,10.14,0.0,5.08,23.4,Run,32
2014-01-14,10.34,0.0,7.64,46.0,Run,48
2014-01-12,9.51,0.0,5.18,29.6,Run,33
2014-01-10,9.22,0.0,7.66,14.3,Run,52
2014-01-05,9.28,0.0,10.02,46.7,Run,68
2014-01-02,10.38,0.0,5.03,28.3,Run,31
2014-01-01,9.63,0.0,5.97,10.8,Run,38
2013-12-28,8.56,0.0,8.66,71.8,Run,62
2013-12-26,10.07,0.0,8.08,80.2,Run,51
2013-12-24,10.18,0.0,5.47,56.3,Run,32
2013-12-23,10.18,0.0,3.26,29.5,Run,19
2013-10-12,10.85,0.0,10.09,55.5,Run,68
2013-10-05,9.66,0.0,24.41,263.0,Run,159
2013-09-29,8.47,0.0,11.51,174.3,Run,89
2013-08-05,11.2,0.0,8.02,25.2,Run,53
2013-07-13,12.7,0.0,2.2,0.0,Run,10
2013-07-06,11.95,0.0,10.02,56.3,Run,54
2013-06-24,9.08,0.0,15.82,120.6,Run,110
2013-06-16,12.81,0.0,10.12,60.8,Run,47
2013-06-15,8.49,0.0,7.8,110.3,Run,56
2013-06-01,10.92,0.0,21.0,99.0,Run,115
