,average_speed,average_heartrate,average_watts,distance,elapsed_time,total_elevation_gain,type,commute,start_date_local
295,7.201,,165.9,28103.7,1:05:10,366.3,Ride,True,2017-04-03T17:03:42
296,2.77,,,33450.7,4:05:24,1104.4,Run,False,2017-04-02T10:32:04
297,7.579,,159.2,111883.0,4:29:36,1490.6,Ride,False,2017-04-01T10:24:32
298,6.194,,133.3,35049.9,1:40:56,695.1,Ride,False,2017-03-31T16:37:58
299,7.182,,171.2,77291.0,3:26:09,1091.1,Ride,False,2017-03-29T17:33:59
300,6.739,147.4,108.8,23924.6,1:18:41,82.6,Ride,False,2017-03-29T10:34:08
301,2.929,136.0,,17798.3,2:04:29,126.1,Run,False,2017-03-28T18:26:09
302,8.529,,181.7,179263.0,6:51:32,1235.9,Ride,False,2017-03-26T09:28:23
303,8.065,,187.8,111085.0,4:30:48,1522.0,Ride,False,2017-03-25T09:49:53
304,3.181,,,20001.6,1:49:46,196.8,Run,True,2017-03-24T17:27:14
305,8.257,127.7,163.6,25166.4,0:54:36,58.3,Ride,False,2017-03-23T17:20:54
306,7.254,96.9,128.6,23620.6,0:56:33,83.5,Ride,False,2017-03-23T08:56:38
307,2.958,145.2,,17301.9,2:04:24,221.4,Run,False,2017-03-21T18:20:48
308,7.608,,140.1,119302.0,7:36:47,852.0,Ride,False,2017-03-19T08:36:24
309,7.137,,141.9,92394.7,4:32:56,1202.4,Ride,False,2017-03-18T09:50:09
310,3.301,,,18227.5,1:38:23,75.9,Run,True,2017-03-17T08:53:58
311,6.449,,135.5,27911.3,1:14:56,368.1,Ride,True,2017-03-16T17:10:22
312,7.481,,131.2,22159.2,0:52:10,58.6,Ride,False,2017-03-16T08:44:41
313,8.458,,170.2,23767.4,0:49:03,89.7,Ride,True,2017-03-15T08:19:38
314,3.024,,,11911.1,1:47:11,93.7,Run,False,2017-03-14T18:16:31
315,2.459,,,28199.2,3:51:20,1210.9,Run,False,2017-03-12T09:02:19
316,7.486,,175.0,56253.3,2:29:55,621.6,Ride,False,2017-03-11T10:28:09
317,6.857,135.7,135.0,72040.4,3:21:56,1121.3,Ride,False,2017-03-10T13:28:37
318,3.054,,,13630.8,1:16:02,135.9,Run,False,2017-03-09T19:20:55
319,2.732,158.6,,17170.2,2:02:26,239.5,Run,False,2017-03-07T18:15:57
320,2.35,,,20013.9,2:47:39,612.6,Run,False,2017-03-05T09:46:38
321,6.832,100.3,159.2,65693.9,3:02:18,1011.7,Ride,False,2017-03-03T15:13:59
322,3.026,,,15114.2,1:36:46,50.9,Run,False,2017-03-02T17:21:52
323,2.972,125.7,,17894.2,2:03:47,146.2,Run,False,2017-02-28T18:19:41
324,6.771,140.9,150.5,44822.6,2:01:21,787.7,Ride,False,2017-02-27T10:56:12
325,3.053,133.5,,19605.8,1:51:38,209.5,Run,False,2017-02-26T15:10:32
326,7.12,,148.3,83112.5,3:43:52,1233.3,Ride,False,2017-02-25T12:36:39
327,7.552,,178.2,27664.7,1:03:26,364.6,Ride,True,2017-02-23T17:15:12
328,8.425,,168.3,23675.1,0:48:21,69.9,Ride,True,2017-02-23T08:04:05
329,7.1,,162.8,27960.9,1:16:44,377.5,Ride,False,2017-02-22T17:01:47
330,8.54,,171.2,22809.6,0:45:18,49.7,Ride,True,2017-02-22T08:02:26
331,2.747,,,18936.1,2:08:16,344.8,Run,False,2017-02-21T18:19:58
332,6.984,,150.6,43672.2,2:01:00,543.7,Ride,False,2017-02-19T13:45:22
333,6.833,,152.3,84655.5,4:29:22,1117.9,Ride,False,2017-02-18T11:11:41
334,3.099,,,15052.5,1:22:29,63.7,Run,True,2017-02-16T07:50:06
335,7.412,160.3,127.6,23872.8,0:57:01,71.4,Ride,True,2017-02-14T08:58:29
336,3.019,154.7,,14944.6,1:32:18,291.7,Run,False,2017-02-09T11:58:50
337,2.81,140.3,,16452.3,1:57:22,138.7,Run,False,2017-02-07T18:21:16
338,0.619,,,2600.0,1:10:00,0.0,Swim,False,2017-02-06T18:33:00
339,2.72,,,18087.9,2:16:10,244.0,Run,False,2017-01-31T18:20:51
340,2.297,,,12844.8,1:43:38,451.7,Run,False,2017-01-29T15:00:02
341,2.857,,,9678.3,0:59:47,424.0,Run,False,2017-01-28T18:26:49
342,7.222,,,26000.0,1:00:00,0.0,Ride,False,2017-01-27T18:45:00
343,2.412,,,9101.7,1:04:12,425.9,Run,False,2017-01-26T19:39:39
344,2.907,140.9,,17614.4,2:04:05,286.4,Run,False,2017-01-24T18:23:05
345,0.407,,,2200.0,1:30:00,0.0,Swim,False,2017-01-23T18:30:00
346,2.411,,,19722.2,2:34:05,683.8,Run,False,2017-01-21T12:58:57
347,7.688,,,28600.0,1:02:00,0.0,Ride,False,2017-01-20T20:01:38
348,2.827,142.4,,12859.1,1:21:52,95.7,Run,False,2017-01-19T17:10:55
349,2.913,,,17995.0,2:03:24,51.1,Run,False,2017-01-17T18:17:29
350,2.98,,,5873.5,0:33:51,79.9,Run,False,2017-01-03T12:46:52
351,2.155,,,12834.6,2:06:20,183.5,Run,False,2016-12-29T11:33:18
352,7.045,,99.1,63478.5,3:18:09,215.1,Ride,False,2016-12-28T11:48:17
353,3.214,147.0,,24673.1,2:13:29,243.2,Run,False,2016-12-25T11:46:55
354,5.756,,69.5,47104.8,3:11:50,176.5,Ride,False,2016-12-24T11:00:05
355,2.561,,,21000.7,2:33:10,188.7,Run,False,2016-12-23T10:24:58
356,3.035,,,18051.3,2:04:52,118.8,Run,False,2016-12-20T18:30:14
357,1.962,,,15126.0,2:45:41,867.1,Run,False,2016-12-14T18:36:29
358,1.532,130.2,,9904.5,3:43:01,911.9,Run,False,2016-12-11T10:25:39
359,3.408,,,5743.1,0:37:02,112.3,Run,False,2016-12-10T22:55:54
360,6.592,135.5,142.1,85122.5,4:17:54,1314.8,Ride,False,2016-12-10T10:21:17
361,7.277,,,31000.0,1:11:00,0.0,Ride,False,2016-12-08T19:30:00
362,3.103,,,22386.8,2:13:02,66.8,Run,True,2016-12-07T08:41:41
363,2.446,,,11673.9,1:46:06,187.1,Run,False,2016-12-06T18:28:33
364,7.136,,128.9,103623.0,4:29:40,510.8,Ride,False,2016-12-04T09:16:41
365,2.105,,,18892.6,2:51:25,965.9,Run,False,2016-12-03T12:06:06
366,6.667,,,24000.0,1:00:00,0.0,Ride,False,2016-12-02T18:30:00
367,2.575,,,11245.5,1:14:36,110.6,Run,False,2016-12-01T18:40:39
368,6.668,,107.7,27213.2,1:08:01,306.5,Ride,False,2016-11-30T11:54:48
369,3.108,,,15598.4,1:35:15,24.0,Run,False,2016-11-29T18:25:32
370,6.501,,129.4,74659.5,3:30:31,953.0,Ride,False,2016-11-27T09:50:10
371,2.804,161.9,,23836.7,2:21:41,731.2,Run,False,2016-11-26T11:01:18
372,6.667,,,24000.0,1:00:00,0.0,Ride,False,2016-11-25T18:45:00
373,2.473,148.9,,6359.2,0:58:39,154.1,Run,False,2016-11-23T22:02:26
374,0.444,,,1600.0,1:00:00,0.0,Swim,False,2016-11-23T19:30:00
375,3.003,140.1,,18836.9,2:20:45,34.9,Run,False,2016-11-22T18:09:35
376,0.37,,,2000.0,1:30:00,0.0,Swim,False,2016-11-21T19:42:33
377,2.657,,,3828.4,0:26:11,54.6,Run,False,2016-11-21T17:54:06
378,6.934,,128.1,62188.4,2:51:53,704.6,Ride,False,2016-11-20T09:43:03
379,2.7,138.4,,21136.1,2:44:06,113.6,Run,False,2016-11-19T11:07:51
380,0.333,,,1500.0,1:15:00,0.0,Swim,False,2016-11-19T09:30:57
381,6.111,,,22000.0,1:00:00,0.0,Ride,False,2016-11-18T18:30:00
382,2.889,,,9895.1,1:00:11,100.0,Run,False,2016-11-17T21:14:51
383,0.556,,,1000.0,0:30:00,0.0,Swim,False,2016-11-16T20:15:00
384,2.897,,,13012.3,1:36:57,13.5,Run,False,2016-11-15T18:24:11
385,0.444,,,2000.0,1:15:00,0.0,Swim,False,2016-11-14T19:04:03
386,2.737,,,2518.0,0:15:20,41.2,Run,False,2016-11-14T18:07:12
387,2.374,,,8068.1,1:06:20,76.2,Run,False,2016-11-12T12:28:13
388,3.542,,,11391.1,0:53:36,191.1,Run,False,2016-11-12T11:00:09
389,6.667,,,24000.0,1:00:00,0.0,Ride,False,2016-11-11T19:00:00
390,0.417,,,1500.0,1:00:00,0.0,Swim,False,2016-11-09T20:15:00
391,2.801,144.3,,13104.8,1:42:17,91.8,Run,False,2016-11-08T18:19:46
392,0.444,,,1600.0,1:00:00,0.0,Swim,False,2016-11-07T18:35:00
393,2.087,167.6,,20040.4,3:03:09,1022.2,Run,False,2016-11-06T11:57:17
394,0.0,147.5,,0.0,1:03:19,0.0,Ride,False,2016-11-04T18:53:18
395,0.444,,,1200.0,0:45:00,0.0,Swim,False,2016-11-02T18:45:00
396,6.103,130.4,134.5,53687.1,2:40:00,714.9,Ride,False,2016-11-02T09:34:43
397,2.857,141.6,,10628.4,1:12:44,43.9,Run,False,2016-11-01T18:46:29
398,0.463,,,2500.0,1:30:00,0.0,Swim,False,2016-10-31T18:30:58
399,3.664,165.1,,21138.4,1:36:09,57.1,Run,False,2016-10-30T13:50:12
400,0.417,,,1500.0,1:00:00,0.0,Swim,False,2016-10-26T20:00:00
401,2.664,133.8,,6008.3,0:44:22,35.3,Run,True,2016-10-26T17:12:25
402,2.654,139.7,,13476.5,1:50:54,168.0,Run,False,2016-10-25T18:03:31
403,0.463,,,2500.0,1:30:00,0.0,Swim,False,2016-10-24T19:00:54
404,2.787,140.5,,14012.2,1:44:19,207.9,Run,False,2016-10-23T16:55:02
405,6.088,,125.6,53914.9,2:35:12,780.4,Ride,False,2016-10-22T12:37:06
406,0.556,,,2000.0,1:00:00,0.0,Swim,False,2016-10-20T19:30:00
407,0.556,,,1000.0,0:30:00,0.0,Swim,False,2016-10-19T19:00:00
408,2.958,,,14618.6,1:42:38,115.4,Run,False,2016-10-18T18:18:33
409,0.556,,,3000.0,1:30:00,0.0,Swim,False,2016-10-17T19:00:00
410,2.123,147.7,,12317.5,2:36:07,834.4,Run,False,2016-10-16T14:04:58
411,2.394,142.4,,16228.9,2:01:23,429.7,Run,False,2016-10-14T16:01:06
412,2.455,142.4,,12822.4,2:04:55,284.4,Run,False,2016-10-12T14:44:58
413,2.442,162.0,,10259.4,1:14:35,426.5,Run,False,2016-10-11T13:32:06
414,2.37,138.5,,13012.7,2:15:59,554.8,Run,False,2016-10-09T08:04:49
415,3.165,,,20460.5,1:50:01,68.4,Run,False,2016-10-07T18:35:14
416,5.565,154.4,169.4,121198.0,7:23:20,3414.4,Ride,False,2016-10-05T11:21:43
417,2.912,135.5,,13233.6,1:58:13,128.3,Run,False,2016-10-04T17:47:19
418,0.556,,,2000.0,1:00:00,0.0,Swim,False,2016-10-03T18:30:00
419,1.581,157.7,,25498.5,4:28:52,1923.0,Run,False,2016-10-01T07:59:42
420,0.556,,,2000.0,1:00:00,0.0,Swim,False,2016-09-30T20:00:00
421,6.951,123.2,123.7,47986.2,1:57:13,541.0,Ride,False,2016-09-28T17:06:40
422,2.587,,,7278.7,0:57:38,212.8,Run,False,2016-09-27T19:21:02
423,0.556,,,2000.0,1:00:00,0.0,Swim,False,2016-09-26T18:30:00
424,6.198,121.6,122.5,88777.2,4:27:11,1241.2,Ride,False,2016-09-25T13:53:39
425,1.665,142.3,,26649.0,4:26:47,1575.8,Run,False,2016-09-24T06:13:42
426,6.44,137.0,139.1,45731.4,4:44:14,743.6,Ride,False,2016-09-21T17:50:15
427,7.271,123.7,122.6,23011.4,0:53:28,59.6,Ride,False,2016-09-21T07:41:43
428,2.884,139.4,,10747.4,1:19:13,13.6,Run,False,2016-09-20T18:47:03
429,7.159,153.2,193.0,124037.0,6:07:47,2250.4,Ride,False,2016-09-19T12:10:27
430,0.571,,,1200.0,0:35:00,0.0,Swim,False,2016-09-18T17:54:19
431,2.535,128.9,,8007.7,0:59:52,161.0,Run,False,2016-09-17T18:40:20
432,0.667,,,1600.0,0:40:00,0.0,Swim,False,2016-09-17T16:00:00
433,2.681,129.7,,15175.1,1:48:10,127.6,Run,False,2016-09-16T19:35:30
434,0.639,109.5,,1655.9,0:43:12,0.0,Swim,False,2016-09-14T17:23:04
435,2.759,143.0,,16008.0,2:04:56,91.5,Run,False,2016-09-13T18:26:53
436,1.253,,,2160.8,0:28:44,0.0,Swim,False,2016-09-12T17:29:38
437,5.343,,165.8,65459.8,4:39:41,2007.4,Ride,False,2016-09-11T11:28:36
438,5.736,144.1,171.7,161562.0,9:49:13,4307.7,Ride,False,2016-09-10T09:00:38
439,4.784,149.7,173.9,123786.0,9:58:54,4601.8,Ride,False,2016-09-09T09:14:56
440,0.439,,,1000.0,0:38:00,0.0,Swim,False,2016-09-08T19:47:00
441,3.299,146.7,,6927.2,0:44:58,44.7,Run,False,2016-09-06T19:13:29
442,2.636,136.4,,2628.2,0:22:39,14.5,Run,False,2016-09-06T18:48:17
443,0.667,,,800.0,0:20:00,0.0,Swim,False,2016-09-05T19:30:00
444,6.96,149.7,187.7,137941.0,6:04:13,2383.0,Ride,False,2016-09-04T09:21:44
445,6.661,148.4,156.1,91872.5,4:55:42,1563.2,Ride,False,2016-09-03T12:26:05
446,8.291,147.9,164.5,50218.7,1:42:42,420.2,Ride,False,2016-09-01T18:27:59
447,6.64,134.0,135.1,83593.2,3:46:14,999.0,Ride,False,2016-08-31T16:35:34
448,2.935,145.7,,14004.4,1:49:46,46.9,Run,False,2016-08-30T18:17:42
449,2.641,135.0,,7769.5,1:09:10,32.5,Run,False,2016-08-29T19:04:11
450,0.667,,,1200.0,0:30:00,0.0,Swim,False,2016-08-29T18:00:00
451,7.247,149.0,173.8,100815.0,4:18:57,1734.6,Ride,False,2016-08-28T08:03:07
452,7.208,139.2,138.3,68536.5,3:17:14,495.6,Ride,False,2016-08-27T09:21:23
453,2.912,157.3,,18008.9,1:47:25,0.0,Run,False,2016-08-25T18:32:19
454,6.1,144.2,144.0,78549.0,3:54:09,1569.2,Ride,False,2016-08-24T17:38:46
455,3.174,153.7,,8183.2,1:11:47,26.0,Run,False,2016-08-23T18:48:52
456,6.782,126.0,111.2,47484.1,2:03:12,499.9,Ride,False,2016-08-22T18:38:52
457,6.171,129.6,127.3,69161.3,3:39:42,1187.3,Ride,False,2016-08-21T15:17:21
458,2.764,139.4,,12013.7,2:04:38,180.5,Run,False,2016-08-18T18:14:09
459,2.647,138.3,,6288.5,0:47:04,61.8,Run,False,2016-08-16T08:49:45
460,2.893,144.2,,7113.0,1:20:48,42.3,Run,False,2016-08-15T09:37:54
461,5.934,154.2,195.2,118313.0,6:23:44,3681.1,Ride,False,2016-08-13T06:57:11
462,10.238,,269.3,19042.0,0:31:00,79.8,Ride,True,2016-08-12T08:12:23
463,6.2,132.6,127.4,115440.0,6:41:22,1383.7,Ride,False,2016-08-11T12:04:35
464,6.531,130.4,198.2,11429.5,1:01:03,303.9,Ride,False,2016-08-10T18:26:04
465,6.453,148.5,104.5,25238.7,1:29:04,171.6,Ride,False,2016-08-10T16:51:41
466,5.833,,150.8,81673.0,5:41:30,1573.1,Ride,False,2016-08-07T10:10:15
467,5.811,150.2,183.4,126461.0,7:51:10,3640.3,Ride,False,2016-08-06T12:45:40
468,2.791,134.5,,4384.7,0:26:14,66.5,Run,False,2016-08-05T09:37:58
469,6.194,127.6,118.3,52777.5,2:37:41,444.8,Ride,False,2016-08-04T14:13:00
470,5.555,,172.1,43075.4,2:23:03,1199.2,Ride,False,2016-08-01T11:11:37
471,5.238,151.7,186.4,161359.0,10:35:32,5799.2,Ride,False,2016-07-30T10:24:54
472,6.045,127.4,118.8,76571.5,3:54:33,1149.0,Ride,False,2016-07-28T17:49:34
473,6.273,119.1,101.7,34754.9,1:43:49,378.4,Ride,False,2016-07-27T18:25:28
474,7.714,134.0,139.8,23821.4,0:53:28,71.0,Ride,False,2016-07-27T09:04:54
475,7.226,137.7,149.0,64307.9,2:30:03,898.3,Ride,False,2016-07-26T18:51:48
476,5.576,133.2,143.2,107636.0,7:23:04,2213.3,Ride,False,2016-07-24T10:35:06
477,6.201,129.2,127.3,69172.8,3:17:37,810.4,Ride,False,2016-07-23T18:20:28
478,2.85,140.7,,8066.5,0:53:03,162.1,Run,False,2016-07-22T18:06:44
479,2.565,133.7,,9565.2,1:06:12,69.6,Run,False,2016-07-21T21:01:44
480,4.224,153.0,189.3,38361.8,2:58:18,1963.3,Ride,False,2016-07-20T09:17:16
481,5.814,149.5,173.1,105202.0,7:50:02,2852.7,Ride,False,2016-07-17T09:31:20
482,5.735,,127.7,103645.0,8:02:59,1704.4,Ride,False,2016-07-16T10:12:59
483,6.172,136.9,154.2,70085.0,3:17:25,1301.6,Ride,False,2016-07-15T17:32:50
484,2.749,145.5,,12076.9,1:25:34,212.3,Run,False,2016-07-14T18:20:31
485,5.346,,161.8,35649.4,2:00:58,1070.8,Ride,False,2016-07-10T17:48:53
486,6.222,,143.5,63561.0,3:00:45,866.3,Ride,False,2016-07-09T16:24:40
487,5.804,150.4,150.2,133056.0,7:54:36,2853.8,Ride,False,2016-07-08T11:10:50
488,7.108,138.2,147.6,109192.0,4:33:47,874.7,Ride,False,2016-07-06T18:15:37
489,6.96,132.1,122.0,61621.0,2:32:57,654.5,Ride,False,2016-07-04T17:53:53
490,1.988,162.1,,17618.0,2:27:43,1869.3,Run,False,2016-07-03T09:07:46
491,6.291,125.9,100.8,28272.3,1:17:48,326.7,Ride,False,2016-07-01T18:42:04
492,7.016,148.3,143.3,75854.5,3:12:46,1155.8,Ride,False,2016-06-30T17:32:29
493,2.316,152.6,,17618.2,2:27:41,573.1,Run,False,2016-06-28T18:53:32
494,6.709,127.3,129.9,46140.4,1:59:15,414.3,Ride,False,2016-06-27T19:05:49
495,6.434,139.6,133.0,116901.0,5:38:07,1868.5,Ride,False,2016-06-26T12:19:16
496,6.376,116.7,103.1,58107.6,2:37:16,306.3,Ride,False,2016-06-24T18:28:16
497,1.828,163.9,,16621.0,2:43:49,1866.2,Run,False,2016-06-23T18:38:58
498,6.504,136.7,149.5,86152.7,3:55:21,1329.8,Ride,False,2016-06-22T17:39:04
499,5.004,,154.2,62272.2,4:09:30,1806.6,Ride,False,2016-06-19T14:46:29
500,6.866,126.3,118.9,33261.0,1:36:02,202.9,Ride,False,2016-06-18T13:38:53
501,6.669,,123.8,55501.5,2:37:01,624.7,Ride,False,2016-06-17T18:22:53
502,7.606,139.0,153.4,47071.7,1:51:55,560.7,Ride,False,2016-06-14T18:00:24
503,2.218,150.4,,13698.1,1:54:09,729.9,Run,False,2016-06-12T17:25:41
504,2.716,141.7,,17120.4,2:39:01,176.2,Run,False,2016-06-11T18:42:10
505,6.159,135.2,136.2,86803.9,4:39:04,1384.6,Ride,False,2016-06-10T16:03:32
506,7.678,,169.7,80740.1,3:04:44,830.7,Ride,False,2016-06-09T18:45:25
507,6.424,128.0,132.1,73537.7,3:36:09,884.5,Ride,False,2016-06-06T17:41:29
508,6.692,136.7,126.6,120202.0,5:58:55,1520.4,Ride,False,2016-06-05T10:31:58
509,7.164,127.4,122.7,28256.7,1:08:17,124.9,Ride,False,2016-06-04T13:41:13
510,6.664,149.7,188.6,38035.5,1:36:22,824.2,Ride,False,2016-06-03T18:39:56
511,3.094,146.4,,11712.1,1:31:07,0.0,Run,False,2016-06-02T18:39:01
512,6.799,,131.0,35621.6,1:29:30,434.6,Ride,False,2016-06-01T19:04:12
513,5.341,148.8,164.6,42369.1,3:28:47,1317.6,Ride,False,2016-05-28T15:12:47
514,7.434,128.0,118.9,28778.2,1:05:25,95.0,Ride,False,2016-05-28T13:01:46
515,6.825,147.8,161.3,55395.7,2:27:46,813.4,Ride,False,2016-05-27T18:37:32
516,6.436,121.2,82.0,10362.2,0:36:56,33.0,Ride,False,2016-05-27T17:22:15
517,6.38,134.7,131.2,70297.1,3:44:30,1031.3,Ride,False,2016-05-26T17:49:45
518,6.816,130.5,111.5,26684.6,1:05:31,310.4,Ride,False,2016-05-25T18:52:04
519,2.881,140.0,,9031.9,1:00:06,75.2,Run,False,2016-05-24T20:52:20
520,7.427,,182.8,60400.1,2:50:21,930.5,Ride,False,2016-05-21T16:42:24
521,6.392,,158.9,62898.2,3:22:17,1019.9,Ride,False,2016-05-20T16:47:12
522,7.793,,154.6,45446.5,1:40:50,465.0,Ride,False,2016-05-19T19:10:43
523,6.993,,,60000.0,2:23:00,0.0,Ride,False,2016-05-18T17:00:00
524,6.448,132.7,122.3,102415.0,4:48:53,1502.9,Ride,False,2016-05-16T10:05:43
525,5.879,137.2,124.5,85477.2,4:33:52,1530.4,Ride,False,2016-05-15T09:07:47
526,2.672,143.8,,11012.6,1:20:45,219.8,Run,False,2016-05-14T11:02:31
527,6.524,,100.7,16336.4,0:41:44,166.4,Ride,False,2016-05-12T16:30:54
528,6.987,,118.3,27389.7,1:06:12,317.3,Ride,False,2016-05-10T18:25:17
529,3.044,135.6,,10116.3,0:55:31,161.7,Run,False,2016-05-08T14:34:45
530,2.163,157.4,,10111.5,1:22:44,789.5,Run,False,2016-05-08T11:14:01
531,5.421,131.0,178.0,111617.0,7:06:26,3205.1,Ride,False,2016-05-07T09:54:50
532,5.071,134.6,176.8,86619.1,6:06:41,3334.1,Ride,False,2016-05-06T11:22:11
533,6.152,130.2,119.8,72613.1,3:26:45,867.1,Ride,False,2016-05-04T16:34:07
534,6.49,130.6,101.5,40016.1,1:44:38,432.7,Ride,False,2016-05-03T18:20:50
535,7.118,141.8,143.9,46671.3,2:11:15,424.5,Ride,False,2016-05-02T18:06:29
536,2.74,151.0,,8306.7,1:07:50,166.2,Run,False,2016-05-01T14:58:33
537,6.432,140.2,126.4,71538.9,3:22:27,884.6,Ride,False,2016-04-29T16:15:17
538,6.505,132.3,132.3,53777.6,2:26:00,598.4,Ride,False,2016-04-28T17:55:45
539,2.674,151.5,,7337.4,0:46:02,25.7,Run,False,2016-04-27T16:04:34
540,6.868,133.7,110.9,84639.9,3:39:27,711.8,Ride,False,2016-04-24T10:13:35
541,2.65,156.6,,7999.5,0:51:18,161.0,Run,False,2016-04-23T13:16:04
542,6.631,128.1,107.9,28070.7,1:24:04,317.8,Ride,False,2016-04-22T15:49:56
543,7.316,122.5,111.6,53147.9,2:08:15,197.1,Ride,False,2016-04-21T18:00:17
544,6.868,140.5,141.9,60859.9,2:35:02,642.5,Ride,False,2016-04-20T17:43:18
545,6.556,137.2,113.2,22905.4,1:09:01,269.4,Ride,False,2016-04-19T17:02:45
546,2.43,156.0,,9137.4,1:04:56,92.2,Run,False,2016-04-17T12:31:36
547,6.415,146.8,179.6,89006.1,5:19:47,2163.2,Ride,False,2016-04-12T10:25:00
548,5.607,143.2,181.6,25977.0,1:21:09,648.5,Ride,False,2016-04-11T16:29:13
549,6.043,,214.1,57870.5,3:40:15,1974.3,Ride,False,2016-04-11T10:13:01
550,6.544,135.8,154.3,46426.2,3:12:39,840.2,Ride,False,2016-04-10T10:07:34
551,5.95,143.8,196.1,120725.0,8:04:57,3629.8,Ride,False,2016-04-09T10:03:23
552,6.693,136.0,116.7,77474.1,3:29:20,886.2,Ride,False,2016-04-06T16:26:06
553,6.817,137.2,118.0,58725.8,2:28:15,708.8,Ride,False,2016-04-03T13:30:13
554,6.2,126.0,81.7,49250.9,2:15:15,268.3,Ride,False,2016-04-01T15:52:59
555,6.327,132.3,83.7,63926.0,3:02:30,343.4,Ride,False,2016-03-29T13:10:30
556,6.17,123.8,78.9,71971.2,3:21:07,350.9,Ride,False,2016-03-27T11:13:58
557,6.547,136.4,125.1,46301.8,2:00:28,443.8,Ride,False,2016-03-25T15:25:28
558,6.763,131.6,115.0,58284.6,2:34:57,613.5,Ride,False,2016-03-25T08:39:17
559,6.075,114.7,100.0,27336.3,1:16:48,326.7,Ride,False,2016-03-24T17:08:39
560,7.011,,111.3,43855.1,1:47:23,392.0,Ride,False,2016-03-21T17:42:08
561,6.123,123.9,105.5,62340.8,3:06:22,766.6,Ride,False,2016-03-20T12:28:42
562,5.861,121.7,113.3,90795.0,4:58:51,1396.9,Ride,False,2016-03-19T11:08:18
563,7.361,139.7,139.5,57157.1,2:11:03,652.8,Ride,False,2016-03-18T16:35:58
564,6.475,,111.3,36494.0,1:37:57,495.0,Ride,False,2016-03-17T12:14:43
565,6.092,130.7,97.9,27413.8,1:20:34,323.4,Ride,False,2016-03-14T17:00:02
566,5.426,140.1,109.8,99695.1,5:51:36,1619.0,Ride,False,2016-03-13T11:24:34
567,6.236,127.2,102.5,48431.6,2:17:24,551.2,Ride,False,2016-03-11T15:34:38
568,6.32,139.2,101.1,33066.0,1:31:00,385.0,Ride,False,2016-03-06T15:06:21
569,7.003,145.8,122.3,77287.3,3:13:44,392.6,Ride,False,2016-03-05T14:07:58
570,8.131,,130.6,40608.7,1:24:56,272.0,VirtualRide,False,2016-03-03T19:53:52
571,8.137,,143.5,30009.8,1:07:05,308.0,VirtualRide,False,2016-03-02T20:11:14
572,6.32,140.6,101.4,27821.3,1:19:43,329.1,Ride,False,2016-03-01T09:39:46
573,6.881,136.6,97.8,53272.3,2:16:35,223.8,Ride,False,2016-02-28T13:09:14
574,5.875,128.3,89.2,81619.0,4:15:51,718.2,Ride,False,2016-02-27T11:16:35
575,6.762,137.3,111.3,37186.0,1:39:24,413.8,Ride,False,2016-02-26T16:11:18
576,6.457,,120.2,50178.1,2:15:46,323.1,Ride,False,2016-02-24T12:17:40
577,5.668,,176.3,100508.0,5:45:20,2770.7,Ride,False,2016-02-21T12:13:06
578,6.269,,151.9,70259.8,3:32:13,1393.1,Ride,False,2016-02-20T14:22:43
579,5.444,112.2,96.9,29320.2,1:42:14,380.3,Ride,False,2016-02-18T16:15:31
580,6.469,138.4,103.2,36487.5,1:37:38,387.6,Ride,False,2016-02-17T16:12:01
581,5.83,135.6,158.8,100310.0,5:48:04,2271.9,Ride,False,2016-02-14T10:49:38
582,7.176,120.3,126.0,92300.3,4:08:23,558.4,Ride,False,2016-02-12T11:29:23
583,5.475,,114.8,101993.0,"3 days, 23:05:23",1283.1,Ride,False,2016-02-09T17:40:09
584,5.597,,86.4,29999.8,1:33:01,318.9,Ride,False,2016-02-08T08:57:07
585,2.631,148.0,,15547.8,1:53:19,134.7,Run,False,2016-01-21T16:52:17
586,2.427,144.0,,5090.0,0:35:04,80.6,Run,False,2016-01-20T19:32:27
587,3.123,161.1,,10017.4,0:55:24,122.4,Run,False,2016-01-19T18:54:53
588,2.037,148.7,,16381.5,2:53:44,761.2,Run,False,2016-01-16T12:52:03
589,2.609,,,662.6,0:04:52,0.0,Run,False,2016-01-15T18:29:18
590,2.947,,,4017.3,0:24:33,38.3,Run,False,2016-01-15T17:01:34
591,2.849,141.3,,15793.6,1:50:30,69.6,Run,False,2016-01-14T18:16:34
592,2.941,155.9,,8368.2,0:49:15,96.2,Run,False,2016-01-12T17:40:35
593,2.546,156.4,,4117.2,0:27:53,43.6,Run,False,2016-01-11T19:19:24
594,2.933,141.5,,1184.8,0:07:11,0.0,Run,False,2016-01-11T18:01:46
595,2.541,147.6,,8295.9,0:55:37,160.7,Run,False,2016-01-10T10:19:52
596,2.455,,,10049.2,1:22:02,99.3,Run,False,2016-01-09T13:26:22
597,2.639,147.5,,5951.9,0:40:33,83.1,Run,False,2016-01-02T15:06:26
598,3.076,,,20846.9,1:52:57,28.0,Run,False,2016-01-01T00:03:08
599,2.277,139.5,,7274.1,0:54:37,102.2,Run,False,2015-12-25T12:19:02
600,5.003,112.3,53.4,43646.9,2:31:30,250.1,Ride,False,2015-12-24T11:28:50
601,2.581,154.6,,8031.5,0:53:28,83.6,Run,False,2015-12-23T11:21:07
602,2.638,,,5010.0,0:33:16,61.6,Run,False,2015-12-22T16:30:17
